Mat,Nat,Soc,Tex,Ima,Global
9.476580946190237,9.759980405763939,9.725278872102622,9.07820230925709,9.071679777439781,396.0409475352285
10.189321785420553,11.58870112375298,11.37360563948689,10.482846409436762,9.754582010127757,621.9838218733506
10.54569220503571,10.125724549361747,9.175836616307866,11.887490509616432,10.778935359159725,590.4759652819433
9.832951365805394,8.662747974970515,10.274721127897378,9.780524359346927,10.437484242815735,463.5900814910063
10.189321785420553,8.297003831372706,10.274721127897378,11.185168459526597,11.4618375918477,550.6806651743655
10.54569220503571,9.759980405763939,10.824163383692134,9.780524359346927,10.437484242815735,548.5135649039764
8.763840106959922,9.39423626216613,9.725278872102622,10.482846409436762,10.096033126471747,444.65053825076876
8.407469687344763,10.125724549361747,10.824163383692134,11.185168459526597,10.778935359159725,547.5639442798362
10.189321785420553,9.759980405763939,9.725278872102622,10.482846409436762,10.096033126471747,509.12291911114875
9.476580946190237,10.125724549361747,10.824163383692134,10.482846409436762,10.096033126471747,536.185948818342
10.189321785420553,11.954445267350787,9.725278872102622,10.482846409436762,9.754582010127757,575.8192599362972
10.189321785420553,9.759980405763939,11.923047895281647,9.07820230925709,10.437484242815735,549.9602147903416
10.189321785420553,10.857212836557363,9.175836616307866,11.185168459526597,9.071679777439781,517.2487578861851
8.051099267729606,10.491468692959554,9.175836616307866,11.185168459526597,8.388777544751804,402.54238052475927
8.763840106959922,8.297003831372706,9.175836616307866,9.780524359346927,7.705875312063826,274.07205874744784
9.832951365805394,9.759980405763939,10.824163383692134,10.482846409436762,10.778935359159725,560.4285574268266
9.832951365805394,10.857212836557363,9.175836616307866,10.482846409436762,9.41313089378377,491.43277358468356
10.54569220503571,9.759980405763939,9.725278872102622,9.780524359346927,7.705875312063826,410.6409253648581
8.407469687344763,10.857212836557363,10.274721127897378,9.780524359346927,9.41313089378377,454.39843050323014
10.189321785420553,9.759980405763939,10.824163383692134,8.375880259167255,10.437484242815735,485.1285927677457
12.683914722726657,12.320189410948595,8.62639436051311,9.780524359346927,10.778935359159725,650.8110135256502
9.120210526575079,9.028492118568323,8.62639436051311,8.375880259167255,10.437484242815735,341.2135497617828
10.54569220503571,10.491468692959554,11.37360563948689,10.482846409436762,10.778935359159725,632.1876506031745
10.189321785420553,9.759980405763939,9.175836616307866,9.07820230925709,10.778935359159725,463.3686284287995
9.476580946190237,9.759980405763939,10.274721127897378,8.375880259167255,8.730228661095792,378.2482770917241
9.832951365805394,9.028492118568323,8.62639436051311,8.375880259167255,8.388777544751804,293.1275415061608
9.832951365805394,9.39423626216613,10.824163383692134,7.67355820907742,11.120386475503713,458.43821882420565
10.902062624650869,9.759980405763939,12.472490151076403,9.780524359346927,10.437484242815735,620.669514733591
9.832951365805394,11.222956980155171,8.076952104718353,10.482846409436762,11.120386475503713,526.4945320117725
11.258433044266026,9.028492118568323,9.725278872102622,10.482846409436762,10.437484242815735,533.5651322003066
9.832951365805394,8.662747974970515,9.725278872102622,11.185168459526597,9.41313089378377,457.5017367963221
12.683914722726657,11.58870112375298,9.725278872102622,10.482846409436762,11.4618375918477,713.8938562641688
